,0
0,0.859477049572362
1,0.037257229446510776
2,0.012340544472757342
3,0.11834719717125425
4,0.7057462943256849
5,0.24800637866538305
6,0.46305735504840895
7,0.05464782454981597
8,0.9929288360889096
9,0.0016541182347482657
10,-0.0072061554518831955
11,0.0018815933145415974
12,0.0025574602625845063
13,-0.027751330378434545
14,0.0485304241242398
15,0.3041491263204525
16,0.12662149032937642
17,0.052864112525217916
18,0.897705306666423
19,0.0006370301120341965
20,0.013047567055746898
21,0.03792036460005282
22,-0.0014655975799499456
23,-3.884698404377229e-05
24,0.00607096102361956
25,0.16249405685782706
26,-0.003879160678453595
27,0.292584833104121
28,0.0050211531014803116
29,0.053168110675900465
30,0.02391157880769306
