,0
0,0.9999998230758167
1,0.9999919793300911
2,0.9999996536122775
3,0.9999999581848845
4,0.9999999636068416
5,0.9999999280715621
6,0.9999999568174561
7,0.9999983866090163
8,0.9991199543073468
9,0.9593640509051882
10,0.9954681607491636
11,0.9994114411092929
12,0.9992593944756605
13,0.9991667128445815
14,0.9999999082235357
15,0.9999986279904686
16,0.9999999440927803
17,0.9994621819308911
18,0.9993125610531246
19,0.9996696531533528
20,0.9997176808718473
21,0.9997087180140629
22,0.9970819928563707
23,0.9934447815947515
24,0.9965257828837889
25,0.9998806794274581
26,0.9982544180613028
27,0.99997068155292
28,0.999576832974146
29,0.998677318543895
30,0.9989972247019895
