,0
0,0.017516918068048087
1,0.06964134964747584
2,0.02079555744789425
3,0.1135159503818609
4,0.03155236536096243
5,0.03009676679071493
6,0.0625153131033794
7,0.004008933376180121
8,0.036448102647649104
9,0.0036534948750619424
10,0.030696675304834397
11,0.006075973146802806
12,0.005791954417147914
13,0.0009791711382549826
14,0.021577021037236157
15,0.09455754733777788
16,0.09053268273866724
17,0.004023581533677115
18,0.020532991714901357
19,0.01379696199062137
20,0.00606693669440718
21,0.011200753881548718
22,0.016631690932827393
23,0.0512058528782601
24,0.006720763960330255
25,0.015258219795914556
26,0.010087569377845544
27,0.023270014513481114
28,0.0010967632777505929
29,0.02265567122017961
30,0.024781217829778827
