,0
0,0.8507879179829906
1,-0.011824170340719337
2,0.020179325798070635
3,0.07379404588370353
4,0.6925480485307149
5,0.14500592762098807
6,0.46688896200388175
7,0.029334800844181892
8,5.458668935035213
9,0.0002262418935800704
10,0.007167585249450045
11,0.007821962959367133
12,0.03620795110700839
13,-0.25824500260453054
14,0.06291686460880772
15,0.20155140208888808
16,0.08222188765336269
17,0.10667838224587219
18,2.983217855088001
19,0.01418305036347395
20,-0.15638349741028051
21,1.3179309000895156
22,-0.002690852749446577
23,-0.09084258101909702
24,-0.06055285615073801
25,0.8719071705649949
26,-0.24981854076916327
27,1.2556420908917383
28,0.008096984608203496
29,0.029375399827667868
30,0.0036157067455826705
