,0
0,0.9995866959235971
1,0.9987604852030644
2,0.9999998613415759
3,0.9909453560151404
4,0.9998911150240328
5,0.99688925225395
6,0.9997400266319023
7,0.9815465528606121
8,0.9122328496369415
9,0.7479277282088743
10,0.8473614050237948
11,0.9329984968438019
12,0.9486852432105958
13,0.9985693225233351
14,0.9999998816175738
15,0.9997867353934428
16,0.9992458792314662
17,0.9778915254777358
18,0.945615265315195
19,0.9641923149122773
20,0.9993010524540852
21,0.9698701692319173
22,0.8674730501396288
23,0.9708727609978147
24,0.9985457557475692
25,0.9831233352197425
26,0.9999895674794185
27,0.9992341463234478
28,0.9497966428332902
29,0.9784872866259267
30,0.9549440384879494
