,0
0,0.8756705278904995
1,0.02625711552919177
2,-0.0014695719035958676
3,0.14900855823679093
4,0.6961346343425495
5,0.26327222714457615
6,0.47494041230839057
7,0.04808968666017867
8,0.9177703972151188
9,0.0009862301605402513
10,-0.005598278753547398
11,0.0022401940414931583
12,0.0023658153884892306
13,-0.02466744444228723
14,0.03723723687524555
15,0.3019478018235946
16,0.14161568278683723
17,0.037938410047496214
18,0.9762003885262142
19,0.0006705726333772413
20,0.023752421481507843
21,0.030774369336780082
22,-9.080882132237171e-05
23,0.00047523839507162744
24,0.006658209875092183
25,0.1750224659126209
26,0.0038426746917368856
27,0.30576871018855717
28,0.0033630204930398524
29,0.03797964656920331
30,0.018532241730903214
