,0
0,0.43460863769101526
1,-0.013374495400443998
2,-0.0011416939706138662
3,0.06971429282044522
4,1.0764191876570648
5,0.0147956305618559
6,-0.010871827126550104
7,0.13277373284391492
8,0.26110543484711746
9,-0.0005647371263852498
10,4.1661623920756714e-05
11,0.0016709472836565183
12,0.003131062946211884
13,0.008924829658246102
14,0.09717987244572429
15,-0.06679198921375556
16,0.15692639514920692
17,0.008864733693225317
18,0.043888274213016526
19,0.002514140890296751
20,0.028470213324569837
21,0.010508771522266938
22,-2.919003389865581e-05
23,-0.0018496252880792967
24,-0.0005553929054900133
25,0.009951753866921334
26,0.005826294767317594
27,0.07961502586384539
28,0.0019148338101877154
29,0.003597901833729077
30,0.0015066355290129932
