,0
0,0.5011713350637772
1,0.010772542133566931
2,0.0031744262536725354
3,0.03531088307369318
4,1.0314466157369995
5,0.02615952988529413
6,0.0863508350431001
7,0.34094068030220065
8,-1.4693525001522394
9,-0.0007539143375663454
10,-0.0010698415915387843
11,0.002269147160874131
12,0.003059112977663277
13,0.06530609645169283
14,0.08834088412305763
15,0.08761508242980254
16,0.06056186656563123
17,0.019007600118459013
18,-0.9254709682415713
19,0.000253033133108038
20,0.4187312267424432
21,-0.34202098475413867
22,0.002776703993737376
23,-0.016850202159215462
24,-0.012052190796960347
25,-0.133502713394037
26,0.18746955363971243
27,-0.3738856911649795
28,0.0026296254742598285
29,0.0015286080115286614
30,-0.001486755367422784
