,0
0,0.9999968022958535
1,0.9999999253598967
2,0.9999999400998185
3,0.9999611638392661
4,0.9999986213872467
5,0.9999953849119663
6,0.9999982363264509
7,0.9988189778183264
8,0.9953686459892612
9,0.9830972059543115
10,0.9887558932257866
11,0.9961908628695693
12,0.9947052587943608
13,0.9997269481501532
14,0.9999999447457907
15,0.9999953044788263
16,0.9999644858200617
17,0.9958961389426388
18,0.998402294947559
19,0.9954516713568552
20,0.9999970456844322
21,0.9998275863414322
22,0.9899704145426477
23,0.9977836278569954
24,0.9995108561253417
25,0.9998681805703868
26,0.9999933937599156
27,0.9999845042612165
28,0.9940314001403868
29,0.9971420632543321
30,0.9954088354511795
