,0
0,0.48994042283785455
1,0.03992561619567814
2,0.08192146734469519
3,0.20237257120584307
4,0.9772062013290418
5,0.21144403829272587
6,0.10281122558820988
7,-0.390374457349113
8,-2.400033677382638
9,0.21105424406318718
10,0.16718284428134597
11,0.07749622874436857
12,0.10944845903086617
13,-0.000985519361661684
14,0.15473386417703794
15,0.19398983893216426
16,0.07441318668806662
17,0.13450671310557769
18,-1.9902452931779613
19,0.12120843408039395
20,0.014003536803685827
21,-1.2523795969554623
22,0.030563207324546843
23,-0.041174484604122596
24,0.01456189301977452
25,-0.7727269275032019
26,0.009192352043520938
27,-0.3920129636471641
28,0.09361775111316095
29,0.06117735876480782
30,0.020721059491843115
