,0
0,0.9999998395167833
1,0.9999954354382242
2,0.9999997933657797
3,0.9999999582275397
4,0.9999999756527502
5,0.999999944667127
6,0.9999999635661864
7,0.9999987411928996
8,0.9991722442880745
9,0.9820106221097353
10,0.998976296577428
11,0.9998651374088497
12,0.9997766525022482
13,0.9994297732519585
14,0.9999999126229364
15,0.9999991255583137
16,0.9999999439576719
17,0.9998173100107568
18,0.9994426734586627
19,0.99991825476741
20,0.9997253038671212
21,0.999751052502765
22,0.9996433243155177
23,0.9954298537482806
24,0.99836637428429
25,0.9999036346416874
26,0.9986405525064513
27,0.999975530249623
28,0.9998251900667747
29,0.9990277801663965
30,0.9993090896268445
