,0
0,0.001176341833856842
1,0.0038841765376415593
2,0.005319597489786498
3,0.0013684840567368406
4,0.0009675529927312687
5,0.0012809440794302462
6,0.0006761544844056111
7,0.0010344817252985195
8,0.022525867242685182
9,0.0009357971647294683
10,0.004549591495776439
11,0.001898531257356284
12,0.0024161863894812674
13,0.000741818566425384
14,0.0003232943872112273
15,0.0012968914998336967
16,0.0016555276795877094
17,0.00257692795653304
18,0.007556343811945254
19,0.003041792451957237
20,0.0008465150986618486
21,0.0002636298402819426
22,0.0014674064225307093
23,0.002104476555484208
24,0.0011618796417847133
25,0.0018024740252750027
26,0.0017453378426318666
27,0.0031458001069716787
28,0.0027340072937394114
29,0.004564295845218641
30,0.0017573512972260466
