,0
0,0.6353712879602489
1,0.13148916458748316
2,0.07876122215911524
3,0.12446300973869275
4,0.7653742418829264
5,0.22229841877587808
6,0.3280228590174312
7,0.08960293742797246
8,0.1228982137590863
9,0.017609136826984142
10,0.029572203802876985
11,0.021036999465779593
12,0.03351757032695627
13,0.01261909588142928
14,0.17446138242061615
15,0.2640036964577234
16,0.08039897937005414
17,0.07731486919321531
18,0.3855431989650421
19,0.047420322818482616
20,0.03713160356313643
21,0.0931502803915938
22,0.01098914000584619
23,0.023181167473284817
24,0.014364266527812336
25,0.14964886507152972
26,0.018872477174809867
27,0.24260460894222297
28,0.019657275622771725
29,0.02978386074215253
30,0.019743542838121277
