,0
0,0.0010626854002838693
1,0.004818713557182219
2,0.0030700888008788896
3,0.0011757888853795029
4,0.0007319659776024445
5,0.0016531395149030903
6,0.0006991805399453321
7,0.0004941938066435059
8,0.010312178359827007
9,0.006511742528038877
10,0.0034325232784119253
11,0.001523047655087706
12,0.0014072615316796933
13,0.0011504273710759572
14,0.0006152220544029287
15,0.0016116418088473194
16,0.0013696141924689487
17,0.003283581846098449
18,0.00551637343219058
19,0.0012279663567406063
20,0.0012372110195812969
21,0.0005541645985160937
22,0.0020647591045831123
23,0.003141784263798686
24,0.0009308315506491027
25,0.0017996254853470672
26,0.001210689477126825
27,0.0016983593879051906
28,0.00292916025593231
29,0.002311397011935168
30,0.0013709178165917102
