,0
0,0.01365590762051545
1,0.05143307655711925
2,0.0162924639800052
3,0.0874490192531767
4,0.0242569474909125
5,0.021132197868407157
6,0.04850098148345178
7,0.0032538644656006374
8,0.030176161069588824
9,0.0024759999264523385
10,0.023017729144711715
11,0.0045494978506662
12,0.004308266395232203
13,0.000823375836968158
14,0.011078025641160685
15,0.07292528183544746
16,0.069830434323893
17,0.0030550099796338055
18,0.0065785604246494335
19,0.010295356735882022
20,0.004401572814136828
21,0.007897616187651694
22,0.012413342492787636
23,0.03819889635584497
24,0.005075152474276276
25,0.008974972039772105
26,0.007340978155084094
27,0.011526163160991563
28,0.0008675798765735946
29,0.0169424002261615
30,0.018535247176232242
