,0
0,0.837518831535913
1,0.037121877553832186
2,0.019992895302991226
3,0.14592858139114584
4,0.7119727908687821
5,0.25822444320946075
6,0.45276013090756334
7,0.05591391994742369
8,0.5784781461830132
9,-1.746149645637081e-05
10,-0.005936572820074362
11,0.003942152935607183
12,0.0046055088921573015
13,-0.01544626947292977
14,0.05943158633375467
15,0.31431075670841135
16,0.11165154783175896
17,0.05880254732582658
18,0.6112952511499854
19,0.004827300639826971
20,0.007634799359530373
21,0.051525308516435706
22,0.00022888589839796484
23,0.006755124995306713
24,0.0058624681778634245
25,0.10114839093583894
26,-0.003623201867989081
27,0.25832106712153563
28,0.007770597732730764
29,0.0627598046344173
30,0.02679387216206788
