,0
0,0.9999862832683875
1,0.9999990299990534
2,0.9999996136222098
3,0.9999935707616259
4,0.9999965113004864
5,0.9999998730140718
6,0.9999925954113514
7,0.9948228013965272
8,0.9877509193649014
9,0.9998430133800807
10,0.9998802076757766
11,0.9998879974838416
12,0.9998954240329687
13,0.9986757772963348
14,0.9999998887795
15,0.9999557084932477
16,0.9999382932247474
17,0.9999269639120447
18,0.9946801245601022
19,0.999974670037087
20,0.9936427901751097
21,0.999304820913231
22,0.9998630737568235
23,0.9991741604491281
24,0.9996813960364781
25,0.9994683533105638
26,0.9966286679027746
27,0.9998587395884425
28,0.9998712354748958
29,0.999871937755492
30,0.9998779698994369
