,0
0,0.9999990579735878
1,0.9999998812619681
2,0.9999998549704016
3,0.9999962662910451
4,0.9999998126252369
5,0.9999998159651685
6,0.9999991901679918
7,0.9997328636555084
8,0.9995484252486675
9,0.9999722637240808
10,0.9999691598759373
11,0.9999883819174428
12,0.9999862540452076
13,0.9999806608778172
14,0.9999998993074745
15,0.9999942731812689
16,0.999982789151711
17,0.9999602160902038
18,0.99974291392581
19,0.9999907224198109
20,0.9999312384555054
21,0.9999988587896689
22,0.9999637801334013
23,0.9999598361651203
24,0.9999914045286964
25,0.9999590694138215
26,0.9999436368233283
27,0.9999980229522187
28,0.9999834624620916
29,0.9999780652340099
30,0.9999777613254246
