,0
0,0.9999966050251781
1,0.9999999195847964
2,0.9999999046183428
3,0.9999702797135214
4,0.9999984666174938
5,0.9999941421815094
6,0.9999981410965643
7,0.9989551241797012
8,0.9958375612649166
9,0.9835510733980934
10,0.9893660976485916
11,0.9963063513483642
12,0.9952208154289004
13,0.9997577833638022
14,0.9999999394622416
15,0.999996167529447
16,0.9999721786738485
17,0.9970543854797204
18,0.9985169939953807
19,0.9960691444456026
20,0.9999963179530315
21,0.9998333492956537
22,0.9899933497628034
23,0.99777631928468
24,0.9995436640904618
25,0.9998787735133741
26,0.9999934598204231
27,0.9999845954682803
28,0.9942901375508476
29,0.9973690928090223
30,0.9953514479506325
