,0
0,0.6195311162693442
1,0.1492879866875676
2,0.04510276208904507
3,0.04208908111995865
4,0.7500011758006788
5,0.14994354851929706
6,0.32071378021171787
7,0.09371772184672102
8,0.14102648900663944
9,0.013873786789955739
10,0.01483281849488444
11,0.01881208446869855
12,0.022700105272238476
13,0.0219157887457958
14,0.2918177896851709
15,0.23357575493322208
16,0.13277402733553922
17,0.04716669913632717
18,0.35631965854298003
19,0.02479237501972447
20,0.046586811239092966
21,0.11054951973232922
22,0.03633129135888603
23,0.05979827801124787
24,0.017700256345051867
25,0.14473589762522338
26,0.030364553482269623
27,0.3519723350567706
28,0.01797581695929189
29,0.018820039649305103
30,0.034250009454431005
