,0
0,0.7211964482661033
1,0.09370174922132679
2,0.06742268724340533
3,0.21563857031777886
4,0.7209974141775828
5,0.29861177224644264
6,0.40114164681666425
7,0.07308334251883407
8,0.22967796545570557
9,-0.011312086482046478
10,-0.0018147327974174375
11,0.008381500357751185
12,0.017436952371072997
13,-0.003335948272783329
14,0.10133535192003423
15,0.30984016255484725
16,0.1024816095292963
17,0.07589690028638646
18,0.40259411527029443
19,0.02725408594378553
20,0.017112112623656847
21,0.07245599085293644
22,-0.0047542411159708624
23,0.008367834972892901
24,0.009795142459885045
25,0.11218461700414345
26,0.002412230073200296
27,0.2097017386605765
28,0.009533150264704486
29,0.04668922076954926
30,0.011529305385581987
